Observation id,Boccia167 2,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,Boccia167 2.MP4,,,,,,,
,,,,,,,,
Observation date,2019-03-29 18:08:45,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
52.853,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
52.853,Boccia167 2.MP4,324.860,14.99,Boccia 167,start of trial,,,POINT
59.105,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
59.106,Boccia167 2.MP4,324.860,14.99,Boccia 167,bubble release,,,POINT
59.106,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
59.238,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
59.239,Boccia167 2.MP4,324.860,14.99,Boccia 167,bubble release,,,POINT
59.373,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
59.639,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
59.640,Boccia167 2.MP4,324.860,14.99,Boccia 167,reinhale,,toh,POINT
61.775,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
61.775,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
62.508,Boccia167 2.MP4,324.860,14.99,Boccia 167,reinhale,,toh,POINT
62.642,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
63.976,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
66.578,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
66.845,Boccia167 2.MP4,324.860,14.99,Boccia 167,bubble release,,,POINT
66.978,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
67.377,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
67.378,Boccia167 2.MP4,324.860,14.99,Boccia 167,bubble release,,,POINT
74.983,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
75.384,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
75.517,Boccia167 2.MP4,324.860,14.99,Boccia 167,reinhale,,toh,POINT
76.184,Boccia167 2.MP4,324.860,14.99,Boccia 167,bubble release,,,POINT
76.583,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
76.584,Boccia167 2.MP4,324.860,14.99,Boccia 167,reinhale,,toh,POINT
80.654,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
80.787,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
81.320,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
81.321,Boccia167 2.MP4,324.860,14.99,Boccia 167,reinhale,,toh,POINT
85.590,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
85.590,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
85.991,Boccia167 2.MP4,324.860,14.99,Boccia 167,reinhale,,toh,POINT
86.390,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
86.391,Boccia167 2.MP4,324.860,14.99,Boccia 167,bubble release,,,POINT
110.978,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
115.243,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
119.480,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
124.683,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
125.335,Boccia167 2.MP4,324.860,14.99,Boccia 167,chest,,,POINT
128.019,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
128.152,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
129.085,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
129.086,Boccia167 2.MP4,324.860,14.99,Boccia 167,reinhale,,lbn,POINT
130.487,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
130.620,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
131.020,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
131.021,Boccia167 2.MP4,324.860,14.99,Boccia 167,reinhale,,toh,POINT
131.087,Boccia167 2.MP4,324.860,14.99,Boccia 167,chest,,,POINT
138.959,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
139.093,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
139.626,Boccia167 2.MP4,324.860,14.99,Boccia 167,reinhale,,toh,POINT
142.961,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,STOP
142.962,Boccia167 2.MP4,324.860,14.99,Boccia 167,reinhale,,toh,POINT
143.496,Boccia167 2.MP4,324.860,14.99,Boccia 167,gular pump,,,POINT
144.336,Boccia167 2.MP4,324.860,14.99,Boccia 167,chest,,,POINT
147.165,Boccia167 2.MP4,324.860,14.99,Boccia 167,exhale,,,START
