Observation id,Boccia262 natural dive,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,Boccia262 natural dive.MP4,,,,,,,
,,,,,,,,
Observation date,2019-02-07 20:06:21,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
0.000,Boccia262 natural dive.MP4,378.750,23.98,Boccia 262,start of trial,,,POINT
0.358,Boccia262 natural dive.MP4,378.750,23.98,Boccia 262,chest out of view,,,START
363.441,Boccia262 natural dive.MP4,378.750,23.98,Boccia 262,chest out of view,,,STOP
363.441,Boccia262 natural dive.MP4,378.750,23.98,Boccia 262,end of trial,,,POINT
