Observation id,MILP DLM 04 b2,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,MILP DLM 04 b2.MP4,,,,,,,
,,,,,,,,
Observation date,2019-10-01 00:17:57,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
26.856,MILP DLM 04 b2.MP4,34.530,29.97,MILP DLM 04,start of trial,,,POINT
30.353,MILP DLM 04 b2.MP4,34.530,29.97,MILP DLM 04,end of trial,,,POINT
