Observation id,Boccia167 3 2,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,Boccia167 3.MP4,,,,,,,
,,,,,,,,
Observation date,2019-03-29 19:18:51,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
186.791,Boccia167 3.MP4,341.010,14.99,Boccia 167,start of trial,,,POINT
194.263,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
194.730,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
194.862,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
194.863,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
194.863,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
194.996,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
194.997,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
194.997,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
201.868,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
202.201,Boccia167 3.MP4,341.010,14.99,Boccia 167,chest,,,POINT
204.870,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
208.005,Boccia167 3.MP4,341.010,14.99,Boccia 167,chest,,,POINT
208.205,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
211.341,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
214.610,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
217.812,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
218.079,Boccia167 3.MP4,341.010,14.99,Boccia 167,chest,,,POINT
224.950,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
225.951,Boccia167 3.MP4,341.010,14.99,Boccia 167,chest,,,POINT
228.218,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
228.219,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
228.219,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
228.286,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
228.351,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
228.352,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
228.419,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
228.618,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
228.619,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
230.220,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
230.287,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
230.354,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
230.419,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
230.420,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
231.221,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
233.956,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
234.289,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
234.290,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
237.025,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
239.560,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
239.560,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
239.692,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
239.693,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
239.760,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
242.829,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
243.828,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
243.829,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
246.164,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
246.231,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
246.430,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
246.431,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
248.766,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
249.433,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
249.566,Boccia167 3.MP4,341.010,14.99,Boccia 167,chest,,,POINT
254.570,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
254.903,Boccia167 3.MP4,341.010,14.99,Boccia 167,chest,,,POINT
258.372,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
