Observation id,Boccia308M,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,Boccia308.MP4,,,,,,,
,,,,,,,,
Observation date,2019-05-01 01:51:04,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
33.132,Boccia308.MP4,61.810,23.98,Boccia 308M,start of trial,,,POINT
58.136,Boccia308.MP4,61.810,23.98,Boccia 308M,end of trial,,,POINT
