Observation id,LARE DLM 08,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,E:/Jamaica diving videos/DCIM/100GOPRO/LARE DLM 08.MP4,,,,,,,
,,,,,,,,
Observation date,2019-09-17 22:22:12,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
42.641,E:/Jamaica diving videos/DCIM/100GOPRO/LARE DLM 08.MP4,195.900,23.98,LARE DLM 08,start of trial,,,POINT
185.488,E:/Jamaica diving videos/DCIM/100GOPRO/LARE DLM 08.MP4,195.900,23.98,LARE DLM 08,exhale,,,START
185.570,E:/Jamaica diving videos/DCIM/100GOPRO/LARE DLM 08.MP4,195.900,23.98,LARE DLM 08,exhale,,,STOP
185.571,E:/Jamaica diving videos/DCIM/100GOPRO/LARE DLM 08.MP4,195.900,23.98,LARE DLM 08,bubble release,,,POINT
187.364,E:/Jamaica diving videos/DCIM/100GOPRO/LARE DLM 08.MP4,195.900,23.98,LARE DLM 08,end of trial,,,POINT
