Observation id,BILS KT 04 b3,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,BILS KT 04 b3.MP4,,,,,,,
,,,,,,,,
Observation date,2019-10-14 09:53:43,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
15.854,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,start of trial,,,POINT
17.584,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,START
21.084,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,bubble release,,,POINT
23.087,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,bubble release,,,POINT
26.592,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
33.095,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
35.584,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
40.845,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
41.584,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
41.585,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
41.845,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
44.834,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
45.084,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
45.099,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
48.099,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
48.585,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
50.348,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
50.584,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
50.585,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
51.100,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
51.833,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
51.835,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
53.584,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
53.834,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
53.848,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
55.098,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
57.085,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
57.099,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
57.834,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
59.596,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
60.085,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
61.598,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
61.834,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
62.584,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
62.597,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,STOP
62.598,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
75.609,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,START
75.643,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,gular pump,,,POINT
76.075,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,STOP
76.076,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
76.644,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
79.650,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,START
80.148,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,STOP
80.149,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
80.645,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
82.516,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,START
83.115,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,STOP
83.116,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
83.646,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
85.401,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
89.089,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,START
89.653,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
