Observation id,MORE LOF 03_3,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,MORE LOF 03_3.MP4,,,,,,,
,,,,,,,,
Observation date,2019-10-08 20:46:44,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
9.324,MORE LOF 03_3.MP4,31.030,29.97,MORE LOF 03,start of trial,,,POINT
11.327,MORE LOF 03_3.MP4,31.030,29.97,MORE LOF 03,exhale,,,START
11.827,MORE LOF 03_3.MP4,31.030,29.97,MORE LOF 03,exhale,,,STOP
11.828,MORE LOF 03_3.MP4,31.030,29.97,MORE LOF 03,reinhale,,lbn,POINT
14.827,MORE LOF 03_3.MP4,31.030,29.97,MORE LOF 03,exhale,,,START
24.826,MORE LOF 03_3.MP4,31.030,29.97,MORE LOF 03,exhale,,,STOP
24.827,MORE LOF 03_3.MP4,31.030,29.97,MORE LOF 03,reinhale,,lbn,POINT
28.589,MORE LOF 03_3.MP4,31.030,29.97,MORE LOF 03,end of trial,,,POINT
