Observation id,BILS DLM 05 b3,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,BILS DLM 05 b3.MP4,,,,,,,
,,,,,,,,
Observation date,2019-10-13 23:10:47,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
23.362,BILS DLM 05 b3.MP4,32.030,29.97,BILS DLM 05,start of trial,,,POINT
25.846,BILS DLM 05 b3.MP4,32.030,29.97,BILS DLM 05,exhale,,,START
26.098,BILS DLM 05 b3.MP4,32.030,29.97,BILS DLM 05,end of trial,,,POINT
26.098,BILS DLM 05 b3.MP4,32.030,29.97,BILS DLM 05,exhale,,,STOP
