Observation id,BILS KT 06 b3,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,BILS KT 06 b3.MP4,,,,,,,
,,,,,,,,
Observation date,2019-10-14 14:42:30,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
12.858,BILS KT 06 b3.MP4,21.520,29.97,BILS KT 06,start of trial,,,POINT
15.110,BILS KT 06 b3.MP4,21.520,29.97,BILS KT 06,end of trial,,,POINT
