Observation id,MORE AMR 02 b2,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,MORE AMR 02 b2.MP4,,,,,,,
,,,,,,,,
Observation date,2019-10-09 16:08:56,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
15.856,MORE AMR 02 b2.MP4,47.050,29.97,MORE AMR 02,start of trial,,,POINT
16.584,MORE AMR 02 b2.MP4,47.050,29.97,MORE AMR 02,gular pump,,,POINT
17.083,MORE AMR 02 b2.MP4,47.050,29.97,MORE AMR 02,exhale,,,START
25.334,MORE AMR 02 b2.MP4,47.050,29.97,MORE AMR 02,gular pump,,,POINT
28.091,MORE AMR 02 b2.MP4,47.050,29.97,MORE AMR 02,end of trial,,,POINT
28.091,MORE AMR 02 b2.MP4,47.050,29.97,MORE AMR 02,exhale,,,STOP
