Observation id,ANOX201,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,ANOX201.MOV,,,,,,,
,,,,,,,,
Observation date,2019-10-19 16:34:24,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
229.584,ANOX201.MOV,583.250,60.0,ANOX2,start of trial,,,POINT
229.585,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
233.085,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,START
233.339,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
233.585,ANOX201.MOV,583.250,60.0,ANOX2,reinhale,,soh,POINT
234.584,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,STOP
234.585,ANOX201.MOV,583.250,60.0,ANOX2,bubble release,,,POINT
235.085,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
235.367,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,START
241.835,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
242.000,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
243.767,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
244.088,ANOX201.MOV,583.250,60.0,ANOX2,reinhale,,soh,POINT
245.085,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,STOP
245.086,ANOX201.MOV,583.250,60.0,ANOX2,reinhale,,soh,POINT
245.092,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,START
245.092,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
245.339,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
257.085,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
257.337,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
263.092,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
263.092,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
265.089,ANOX201.MOV,583.250,60.0,ANOX2,bubble release,,,POINT
266.338,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
266.588,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
272.587,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
272.587,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
274.345,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
274.345,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
274.345,ANOX201.MOV,583.250,60.0,ANOX2,reinhale,,soh,POINT
280.837,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
280.837,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
282.588,ANOX201.MOV,583.250,60.0,ANOX2,reinhale,,soh,POINT
282.835,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
282.835,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
287.090,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,STOP
287.091,ANOX201.MOV,583.250,60.0,ANOX2,bubble release,,,POINT
288.591,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,START
288.840,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
292.085,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,STOP
292.086,ANOX201.MOV,583.250,60.0,ANOX2,reinhale,,soh,POINT
293.837,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,START
297.587,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
297.587,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
297.589,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,STOP
297.590,ANOX201.MOV,583.250,60.0,ANOX2,reinhale,,soh,POINT
298.088,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,START
300.337,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
300.337,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
301.090,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,STOP
301.091,ANOX201.MOV,583.250,60.0,ANOX2,reinhale,,soh,POINT
301.336,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,START
302.086,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,STOP
302.087,ANOX201.MOV,583.250,60.0,ANOX2,reinhale,,soh,POINT
302.341,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,START
311.592,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,STOP
311.593,ANOX201.MOV,583.250,60.0,ANOX2,reinhale,,soh,POINT
312.086,ANOX201.MOV,583.250,60.0,ANOX2,chest,,,POINT
312.086,ANOX201.MOV,583.250,60.0,ANOX2,gular pump,,,POINT
323.341,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,START
323.342,ANOX201.MOV,583.250,60.0,ANOX2,exhale,,,STOP
