Observation id,BILS FA 01 b2,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,BILS FA 01 b2.MP4,,,,,,,
,,,,,,,,
Observation date,2019-10-13 13:18:05,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
17.584,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,start of trial,,,POINT
18.335,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,START
19.085,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,STOP
19.086,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
19.837,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,START
20.085,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,STOP
20.086,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,bubble release,,,POINT
20.086,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,START
20.835,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,chest,,,POINT
21.086,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,bubble release,,,POINT
21.589,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,chest,,,POINT
21.594,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,STOP
21.595,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
22.341,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,START
23.590,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
25.087,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,chest,,,POINT
25.599,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
27.338,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,gular pump,,,POINT
27.346,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
27.593,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,STOP
27.594,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
29.095,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,START
31.844,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
32.335,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,chest,,,POINT
34.852,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,chest,,,POINT
34.852,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,gular pump,,,POINT
37.036,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,STOP
37.037,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
37.104,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,START
37.105,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,gular pump,,,POINT
38.603,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,chest,,,POINT
38.972,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
40.613,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
41.336,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,chest,,,POINT
41.614,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
41.836,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,chest,,,POINT
41.836,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,gular pump,,,POINT
43.124,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
43.614,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
44.853,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,chest,,,POINT
45.115,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,bubble release,,,POINT
45.361,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,STOP
45.362,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
49.602,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,gular pump,,,POINT
50.619,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,START
50.620,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,exhale,,,STOP
50.620,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,reinhale,,toh,POINT
51.102,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,chest,,,POINT
53.119,BILS FA 01 b2.MP4,55.060,29.97,BILS FA 01,end of trial,,,POINT
