Observation id,Mahler CHCY1_2,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,GOPR0549-chlorocyanus1.MP4,,,,,,,
,,,,,,,,
Observation date,2020-05-06 00:16:24,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
137.991,GOPR0549-chlorocyanus1.MP4,188.970,59.94,Mahler CHCY1,start of trial,,,POINT
137.991,GOPR0549-chlorocyanus1.MP4,188.970,59.94,Mahler CHCY1,throat out of view,,,START
157.738,GOPR0549-chlorocyanus1.MP4,188.970,59.94,Mahler CHCY1,end of trial,,,POINT
157.738,GOPR0549-chlorocyanus1.MP4,188.970,59.94,Mahler CHCY1,throat out of view,,,STOP
