Observation id,ANOX101,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,ANOX101.MOV,,,,,,,
,,,,,,,,
Observation date,2019-10-18 22:25:02,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
246.586,ANOX101.MOV,546.750,60.0,ANOX1,chest out of view,,,START
246.586,ANOX101.MOV,546.750,60.0,ANOX1,start of trial,,,POINT
246.800,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
246.899,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
246.900,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
251.339,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
257.840,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
257.841,ANOX101.MOV,546.750,60.0,ANOX1,bubble release,,,POINT
266.589,ANOX101.MOV,546.750,60.0,ANOX1,gular pump,,,POINT
270.335,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
270.335,ANOX101.MOV,546.750,60.0,ANOX1,gular pump,,,POINT
276.339,ANOX101.MOV,546.750,60.0,ANOX1,gular pump,,,POINT
281.085,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
281.086,ANOX101.MOV,546.750,60.0,ANOX1,bubble release,,,POINT
281.217,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
281.249,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
281.250,ANOX101.MOV,546.750,60.0,ANOX1,bubble release,,,POINT
281.750,ANOX101.MOV,546.750,60.0,ANOX1,bubble release,,,POINT
282.345,ANOX101.MOV,546.750,60.0,ANOX1,chest out of view,,,STOP
289.337,ANOX101.MOV,546.750,60.0,ANOX1,gular pump,,,POINT
289.567,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
289.586,ANOX101.MOV,546.750,60.0,ANOX1,gular pump,,,POINT
289.666,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
289.667,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
290.844,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
293.594,ANOX101.MOV,546.750,60.0,ANOX1,gular pump,,,POINT
294.834,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
294.835,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
294.839,ANOX101.MOV,546.750,60.0,ANOX1,chest,,,POINT
296.591,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
302.585,ANOX101.MOV,546.750,60.0,ANOX1,gular pump,,,POINT
302.590,ANOX101.MOV,546.750,60.0,ANOX1,chest,,,POINT
303.591,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
303.592,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
304.092,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
306.088,ANOX101.MOV,546.750,60.0,ANOX1,gular pump,,,POINT
306.337,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
306.338,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
314.837,ANOX101.MOV,546.750,60.0,ANOX1,chest,,,POINT
314.837,ANOX101.MOV,546.750,60.0,ANOX1,gular pump,,,POINT
316.585,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
316.586,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
316.586,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
325.335,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
335.084,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
335.085,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
336.086,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
338.084,ANOX101.MOV,546.750,60.0,ANOX1,chest,,,POINT
338.085,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
338.086,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
348.700,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
349.400,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
354.337,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
354.338,ANOX101.MOV,546.750,60.0,ANOX1,bubble release,,,POINT
358.500,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
358.799,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
358.800,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
358.839,ANOX101.MOV,546.750,60.0,ANOX1,chest,,,POINT
358.900,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,START
363.335,ANOX101.MOV,546.750,60.0,ANOX1,exhale,,,STOP
363.336,ANOX101.MOV,546.750,60.0,ANOX1,reinhale,,soh,POINT
363.340,ANOX101.MOV,546.750,60.0,ANOX1,chest,,,POINT
